QUERY_ID;RESPONSE
28;(963, 0.0)
28;(964, 0.0)
28;(965, 0.0)
28;(966, 0.0)
28;(967, 0.0)
28;(968, 0.0)
28;(969, 0.0)
28;(970, 0.0)
28;(971, 0.0)
28;(972, 0.0)
28;(973, 0.0)
28;(974, 0.0)
28;(975, 0.0)
28;(976, 0.0)
28;(977, 0.0)
28;(978, 0.0)
28;(979, 0.0)
28;(980, 0.0)
28;(981, 0.0)
28;(982, 0.0)
28;(983, 0.0)
28;(984, 0.0)
28;(985, 0.0)
28;(986, 0.0)
28;(987, 0.0)
28;(988, 0.0)
28;(989, 0.0)
28;(990, 0.0)
28;(991, 0.0)
28;(992, 0.0)
28;(993, 0.0)
28;(994, 0.0)
28;(995, 0.0)
28;(996, 0.0)
28;(997, 0.0)
28;(998, 0.0)
28;(999, 0.0)
28;(1000, 0.0)
28;(1001, 0.0)
28;(1002, 0.0)
28;(1003, 0.0)
28;(1004, 0.0)
28;(1005, 0.0)
28;(1006, 0.0)
28;(1007, 0.0)
28;(1008, 0.0)
28;(1009, 0.0)
28;(1010, 0.0)
28;(1011, 0.0)
28;(1012, 0.0)
28;(1013, 0.0)
28;(1014, 0.0)
28;(1015, 0.0)
28;(1016, 0.0)
28;(1017, 0.0)
28;(1018, 0.0)
28;(1019, 0.0)
28;(1020, 0.0)
28;(1021, 0.0)
28;(1022, 0)
28;(1023, 0.0)
28;(1024, 0.0)
28;(1025, 0.0)
28;(1026, 0.0)
28;(1027, 0.0)
28;(1028, 0.0)
28;(1029, 0.0)
28;(1030, 0.0)
28;(1031, 0.0)
28;(1032, 0.09897405421039142)
28;(1033, 0.0)
28;(1034, 0.0)
28;(1035, 0.0)
28;(1036, 0.0)
28;(1037, 0.0)
28;(1038, 0.0)
28;(1039, 0.0)
28;(1040, 0.0)
28;(1041, 0.0)
28;(1042, 0.0)
28;(1043, 0.0)
28;(1044, 0.0)
28;(1045, 0.0)
28;(1046, 0.0)
28;(1047, 0.0)
28;(1048, 0.0)
28;(1049, 0.0)
28;(1050, 0.0)
28;(1051, 0.0)
28;(1052, 0.0)
28;(1053, 0.0)
28;(1054, 0.0)
28;(1055, 0.0)
28;(1056, 0.0)
28;(1057, 0.0)
28;(1058, 0.0)
28;(1059, 0.0)
28;(1060, 0.0)
28;(1061, 0.08770978288440075)
28;(1062, 0.0)
28;(1063, 0.0)
28;(1064, 0.0)
28;(1065, 0.0)
28;(1066, 0.0)
28;(1067, 0.0)
28;(1068, 0)
28;(1069, 0.0)
28;(1070, 0.0)
28;(1071, 0.0)
28;(1072, 0.0)
28;(1073, 0.0)
28;(1074, 0.0)
28;(1075, 0.0)
28;(1076, 0.0)
28;(1077, 0.0)
28;(1078, 0.0)
28;(1079, 0.0)
28;(1080, 0.0)
28;(1081, 0.0)
28;(1082, 0.0)
28;(1083, 0.0)
28;(1084, 0.0)
28;(1085, 0.0)
28;(1086, 0.0)
28;(1087, 0.0)
28;(1088, 0)
28;(1089, 0.0)
28;(1090, 0.0)
28;(1091, 0.0)
28;(1092, 0.0)
28;(1093, 0.0)
28;(1094, 0.0)
28;(1095, 0.0)
28;(1096, 0.0)
28;(1097, 0.0)
28;(1098, 0.0)
28;(1099, 0.0)
28;(1100, 0.0)
28;(1101, 0.0)
28;(1102, 0.0)
28;(1103, 0.0)
28;(1104, 0.0)
28;(1105, 0.0)
28;(1106, 0.0)
28;(1107, 0.0)
28;(1108, 0.0)
28;(1109, 0.0)
28;(1110, 0.0)
28;(1111, 0.0)
28;(1112, 0.0)
28;(1113, 0.0)
28;(1114, 0.0)
28;(1115, 0.0)
28;(1116, 0.0)
28;(1117, 0.0)
28;(1118, 0.0)
28;(1119, 0.0)
28;(1120, 0.0)
28;(1121, 0.0)
28;(1122, 0.0)
28;(1123, 0.0)
28;(1124, 0.0)
28;(1125, 0.0)
28;(1126, 0.0)
28;(1127, 0.0)
28;(1128, 0.0)
28;(1129, 0.0)
28;(1130, 0.0)
28;(1131, 0.0)
28;(1132, 0.0)
28;(1133, 0.0)
28;(1134, 0.0)
28;(1135, 0.0)
28;(1136, 0.0)
28;(1137, 0.0)
28;(1138, 0.0)
28;(1139, 0.0)
28;(1140, 0.0)
28;(1141, 0.0)
28;(1142, 0.0)
28;(1143, 0.0)
28;(1144, 0.0)
28;(1145, 0.0)
28;(1146, 0.0)
28;(1147, 0.0)
28;(1148, 0.0)
28;(1149, 0)
28;(1150, 0.0)
28;(1151, 0.0)
28;(1152, 0.0)
28;(1153, 0)
28;(1154, 0.0)
28;(1155, 0.0)
28;(1156, 0.0)
28;(1157, 0.0)
28;(1158, 0.0)
28;(1159, 0.0)
28;(1160, 0.0)
28;(1161, 0.0)
28;(1162, 0.0)
28;(1163, 0.0)
28;(1164, 0.0)
28;(1165, 0.0)
28;(1166, 0.0)
28;(1167, 0.0)
28;(1168, 0.0)
28;(1169, 0.0)
28;(1170, 0.0)
28;(1171, 0.0)
28;(1172, 0.0)
28;(1173, 0.0)
28;(1174, 0.0)
28;(1175, 0.0)
28;(1176, 0.0)
28;(1177, 0.0)
28;(1178, 0.0)
28;(1179, 0.0)
28;(1180, 0.0)
28;(1181, 0.0)
28;(1182, 0.0)
28;(1183, 0.0)
28;(1184, 0.0)
28;(1185, 0.0)
28;(1186, 0)
28;(1187, 0.0)
28;(1188, 0.0)
28;(1189, 0.0)
28;(1190, 0.0)
28;(1191, 0.10802633910886908)
28;(1192, 0.0)
28;(1193, 0.0)
28;(1194, 0.0)
28;(1195, 0.0)
28;(1196, 0.0)
28;(1197, 0.0)
28;(1198, 0.0)
28;(1199, 0.0)
28;(1200, 0.0)
28;(1201, 0.0)
28;(1202, 0.0)
28;(1203, 0.09829018170672034)
28;(1204, 0.0)
28;(1205, 0.0)
28;(1206, 0.0)
28;(1207, 0.0)
28;(1208, 0.0)
28;(1209, 0.0)
28;(1210, 0.0)
28;(1211, 0.0)
28;(1212, 0.0)
28;(1213, 0.0)
28;(1214, 0.0)
28;(1215, 0.0)
28;(1216, 0.0)
28;(1217, 0.0)
28;(1218, 0.0)
28;(1219, 0.0)
28;(1220, 0.0)
28;(1221, 0.0)
28;(1222, 0.0)
28;(1223, 0.1115219375739433)
28;(1224, 0)
28;(1225, 0.0)
28;(1226, 0.0)
28;(1227, 0.0)
28;(1228, 0.0)
28;(1229, 0.0)
28;(1230, 0.0)
28;(1231, 0.0)
28;(1232, 0.0)
28;(1233, 0.0)
28;(1234, 0.0)
28;(1235, 0.0)
28;(1236, 0.0)
28;(1237, 0.0)
28;(1238, 0.10613030589256509)
29;(0, 0.046214600162035796)
29;(1, 0.0)
29;(2, 0.0)
29;(3, 0.0)
29;(4, 0.0)
29;(5, 0.0)
29;(6, 0.07955629694431404)
29;(7, 0.0)
29;(8, 0.0)
29;(9, 0.0)
29;(10, 0.0)
29;(11, 0.0)
29;(12, 0.0)
29;(13, 0.0)
29;(14, 0.0)
29;(15, 0.0)
29;(16, 0.0)
29;(17, 0.0)
29;(18, 0.0)
29;(19, 0.0)
29;(20, 0.0)
29;(21, 0.09403352339364567)
29;(22, 0.0)
29;(23, 0.0)
29;(24, 0.0)
29;(25, 0.0)
29;(26, 0.0)
29;(27, 0.0)
29;(28, 0.0)
29;(29, 0.0)
29;(30, 0.0)
29;(31, 0.0)
29;(32, 0.0)
29;(33, 0.0)
29;(34, 0.0)
29;(35, 0)
29;(36, 0.0)
29;(37, 0.0)
29;(38, 0.0)
29;(39, 0.0)
29;(40, 0.0)
29;(41, 0.0)
29;(42, 0.0)
29;(43, 0.0)
29;(44, 0.0)
29;(45, 0.0)
29;(46, 0.0)
29;(47, 0.0)
29;(48, 0.0)
29;(49, 0.0)
29;(50, 0.0)
29;(51, 0.0)
29;(52, 0.0)
29;(53, 0.0)
29;(54, 0.0)
29;(55, 0.0)
29;(56, 0.0)
29;(57, 0.0)
29;(58, 0.0)
29;(59, 0.047955426236824125)
29;(60, 0.0)
29;(61, 0.041507287156674254)
29;(62, 0.0)
29;(63, 0.0)
29;(64, 0.0)
29;(65, 0.0)
29;(66, 0.046165567785144995)
29;(67, 0.0)
29;(68, 0.0)
29;(69, 0.0)
29;(70, 0.0)
29;(71, 0.0)
29;(72, 0.0)
29;(73, 0.0)
29;(74, 0.0)
29;(75, 0.0)
29;(76, 0.0)
29;(77, 0.0)
29;(78, 0.0)
29;(79, 0.0)
29;(80, 0.047004486983166505)
29;(81, 0.0)
29;(82, 0.0)
29;(83, 0.0)
29;(84, 0.0)
29;(85, 0.0)
29;(86, 0.05013109914358349)
29;(87, 0.0)
29;(88, 0.0)
29;(89, 0.0)
29;(90, 0.0)
29;(91, 0.0)
29;(92, 0.0)
29;(93, 0.0)
29;(94, 0.0)
29;(95, 0.0)
29;(96, 0.0)
29;(97, 0.046420573192783116)
29;(98, 0.0)
29;(99, 0.0)
29;(100, 0.0)
29;(101, 0.048122393081899424)
29;(102, 0.0)
29;(103, 0.0)
29;(104, 0.0)
29;(105, 0.048395811243627795)
29;(106, 0.10398094990264029)
29;(107, 0.0)
29;(108, 0.0)
29;(109, 0.0)
29;(110, 0.0)
29;(111, 0.0)
29;(112, 0.0)
29;(113, 0.048412978767826624)
29;(114, 0.0)
29;(115, 0.0)
29;(116, 0.0)
29;(117, 0.0)
29;(118, 0.0)
29;(119, 0.0)
29;(120, 0.0)
29;(121, 0.0)
29;(122, 0.0)
29;(123, 0.0)
29;(124, 0.0)
29;(125, 0.0)
29;(126, 0.0)
29;(127, 0)
29;(128, 0.0)
29;(129, 0.10272055979364857)
29;(130, 0.0)
29;(131, 0)
29;(132, 0.06124546371437385)
29;(133, 0.0)
29;(134, 0.05023829099121163)
29;(135, 0.0)
29;(136, 0.0)
29;(137, 0.0)
29;(138, 0.0)
29;(139, 0.0)
29;(140, 0.0)
29;(141, 0.0)
29;(142, 0.0)
29;(143, 0.0)
29;(144, 0.0)
29;(145, 0.0)
29;(146, 0.0)
29;(147, 0.0)
29;(148, 0.0)
29;(149, 0.0)
29;(150, 0.0)
29;(151, 0.0)
29;(152, 0.0)
29;(153, 0.0)
29;(154, 0.0)
29;(155, 0.0)
29;(156, 0.0)
29;(157, 0.0)
29;(158, 0.0)
29;(159, 0.0)
29;(160, 0.0)
29;(161, 0.0)
29;(162, 0.0)
29;(163, 0.0)
29;(164, 0.0)
29;(165, 0.0)
29;(166, 0.0)
29;(167, 0)
29;(168, 0.06741526571205733)
29;(169, 0.0)
29;(170, 0.0)
29;(171, 0.0)
29;(172, 0.0)
29;(173, 0.0)
29;(174, 0.0)
29;(175, 0.0)
29;(176, 0.0)
29;(177, 0.0)
29;(178, 0.0)
29;(179, 0.06776111080485907)
29;(180, 0.0)
29;(181, 0.0)
29;(182, 0.0)
29;(183, 0.0)
29;(184, 0.0)
29;(185, 0.0)
29;(186, 0.0)
29;(187, 0.0)
29;(188, 0.0)
29;(189, 0.057292709266799746)
29;(190, 0.0)
29;(191, 0.0)
29;(192, 0.0)
29;(193, 0.0)
29;(194, 0.0)
29;(195, 0.0)
29;(196, 0.0)
29;(197, 0.0)
29;(198, 0.0)
29;(199, 0.0)
29;(200, 0.0)
29;(201, 0.0)
29;(202, 0.0)
29;(203, 0.0)
29;(204, 0.0)
29;(205, 0.0)
29;(206, 0.0)
29;(207, 0.0)
29;(208, 0.0)
29;(209, 0.0)
29;(210, 0.0)
29;(211, 0.0)
29;(212, 0.0)
29;(213, 0.0)
29;(214, 0.0942992895281073)
29;(215, 0.0)
29;(216, 0.0)
29;(217, 0.0)
29;(218, 0.0)
29;(219, 0.0)
29;(220, 0.0)
29;(221, 0.0)
29;(222, 0.0)
29;(223, 0.0)
29;(224, 0.0)
29;(225, 0.0)
29;(226, 0.0)
29;(227, 0.0)
29;(228, 0.0)
29;(229, 0.26747024026896693)
29;(230, 0.0)
29;(231, 0.0)
29;(232, 0.0)
29;(233, 0.0)
29;(234, 0.0)
29;(235, 0.0)
29;(236, 0.0)
29;(237, 0.0)
29;(238, 0.0)
29;(239, 0.0)
29;(240, 0.0)
29;(241, 0.0)
29;(242, 0.0)
29;(243, 0.03548073103239249)
29;(244, 0.0)
29;(245, 0.0)
29;(246, 0.0)
29;(247, 0.0)
29;(248, 0.0)
29;(249, 0.0)
29;(250, 0.0)
29;(251, 0.0)
29;(252, 0.0)
29;(253, 0.0)
29;(254, 0.0)
29;(255, 0.0)
29;(256, 0.0)
29;(257, 0.0431669118774436)
29;(258, 0.0)
29;(259, 0.09860667921537532)
29;(260, 0.0)
29;(261, 0.14301321146594098)
29;(262, 0.0)
29;(263, 0.0)
29;(264, 0.0)
29;(265, 0.0)
29;(266, 0.04816822471912901)
29;(267, 0.07892859599285457)
29;(268, 0.0)
29;(269, 0.0)
29;(270, 0.0)
29;(271, 0.0)
29;(272, 0.0)
29;(273, 0.0)
29;(274, 0.0)
29;(275, 0.0)
29;(276, 0.0)
29;(277, 0.04138857109400633)
29;(278, 0.05666048324107926)
29;(279, 0.0)
29;(280, 0.0)
29;(281, 0.0)
29;(282, 0.0)
29;(283, 0.0)
29;(284, 0.0)
29;(285, 0.05003256859847753)
29;(286, 0.0)
29;(287, 0.0)
29;(288, 0.0)
29;(289, 0.0)
29;(290, 0.0)
29;(291, 0.0)
29;(292, 0.0)
29;(293, 0.0)
29;(294, 0.0)
29;(295, 0.0)
29;(296, 0.09115479684180589)
29;(297, 0)
29;(298, 0.0)
29;(299, 0.0)
29;(300, 0.0)
29;(301, 0.0)
29;(302, 0.03135379345252707)
29;(303, 0.0)
29;(304, 0.0)
29;(305, 0.02865025396418907)
29;(306, 0.0)
29;(307, 0.0)
29;(308, 0.0)
29;(309, 0.0)
29;(310, 0.0)
29;(311, 0.0)
29;(312, 0.0)
29;(313, 0.0)
29;(314, 0.0)
29;(315, 0.0912522970091745)
29;(316, 0.08894610427456637)
29;(317, 0.0)
29;(318, 0.0)
29;(319, 0.0)
29;(320, 0.0)
29;(321, 0.053981762368929896)
29;(322, 0.0)
29;(323, 0.0)
29;(324, 0.04202876801049722)
29;(325, 0.0)
29;(326, 0.0)
29;(327, 0.0)
29;(328, 0)
29;(329, 0.0)
29;(330, 0.0)
29;(331, 0.0)
29;(332, 0.0296368336136569)
29;(333, 0.0)
29;(334, 0.0)
29;(335, 0.0)
29;(336, 0.0)
29;(337, 0.0)
29;(338, 0.0)
29;(339, 0.0)
29;(340, 0.0)
29;(341, 0.0)
29;(342, 0.0)
29;(343, 0.0)
29;(344, 0.0)
29;(345, 0.0)
29;(346, 0.0)
29;(347, 0.0)
29;(348, 0.0)
29;(349, 0.0)
29;(350, 0.11726780200034652)
29;(351, 0.06282016919633537)
29;(352, 0.0)
29;(353, 0.0)
29;(354, 0.0)
29;(355, 0.0)
29;(356, 0.0)
29;(357, 0.0)
29;(358, 0.0)
29;(359, 0.028377331703279083)
29;(360, 0.0)
29;(361, 0.0)
29;(362, 0.0)
29;(363, 0.0)
29;(364, 0.0)
29;(365, 0.0)
29;(366, 0.0)
29;(367, 0.0)
29;(368, 0.0)
29;(369, 0.036699397954747165)
29;(370, 0.0)
29;(371, 0.0)
29;(372, 0.0)
29;(373, 0.0)
29;(374, 0.0)
29;(375, 0.0)
29;(376, 0.0)
29;(377, 0.0)
29;(378, 0.0)
29;(379, 0.0)
29;(380, 0.0)
29;(381, 0.0)
29;(382, 0.0)
29;(383, 0.0)
29;(384, 0.0)
29;(385, 0.0)
29;(386, 0.0)
29;(387, 0.0)
29;(388, 0.0)
29;(389, 0.0)
29;(390, 0.0)
29;(391, 0.049012965766437495)
29;(392, 0.0)
29;(393, 0.0)
29;(394, 0.0)
29;(395, 0.0)
29;(396, 0.0)
29;(397, 0.11184189427313326)
29;(398, 0.0)
29;(399, 0.0)
29;(400, 0.04052907012026637)
29;(401, 0.0)
29;(402, 0.0)
29;(403, 0.0)
29;(404, 0.0)
29;(405, 0.0)
29;(406, 0.0)
29;(407, 0.0)
29;(408, 0.0)
29;(409, 0.0)
29;(410, 0.0)
29;(411, 0.0)
29;(412, 0.0)
29;(413, 0.0)
29;(414, 0.03680698766845317)
29;(415, 0.0)
29;(416, 0.04678216740954177)
29;(417, 0.0)
29;(418, 0.0)
29;(419, 0.0)
29;(420, 0.0)
29;(421, 0.06703033106856007)
29;(422, 0.0)
29;(423, 0.0)
29;(424, 0.0)
29;(425, 0.0)
29;(426, 0.0)
29;(427, 0.0)
29;(428, 0.0)
29;(429, 0.0)
29;(430, 0.0)
29;(431, 0.17325631513909395)
29;(432, 0.0)
29;(433, 0.0)
29;(434, 0.0)
29;(435, 0.06429314985588222)
29;(436, 0.0)
29;(437, 0.0)
29;(438, 0.0)
29;(439, 0.0)
29;(440, 0.0)
29;(441, 0.045285122847170095)
29;(442, 0.0)
29;(443, 0.0)
29;(444, 0.0)
29;(445, 0.0)
29;(446, 0.0)
29;(447, 0.0)
29;(448, 0.0)
29;(449, 0.0)
29;(450, 0.0)
29;(451, 0.0)
29;(452, 0.0)
29;(453, 0.0)
29;(454, 0.0)
29;(455, 0.0)
29;(456, 0.0)
29;(457, 0.0)
29;(458, 0.0)
29;(459, 0.0)
29;(460, 0.0)
29;(461, 0.0)
29;(462, 0.0)
29;(463, 0.0)
29;(464, 0.0)
29;(465, 0.0)
29;(466, 0.05469336994248669)
29;(467, 0.06429053696420842)
29;(468, 0.0)
29;(469, 0.0)
29;(470, 0.0)
29;(471, 0.0)
29;(472, 0.0)
29;(473, 0.0)
29;(474, 0.0)
29;(475, 0.0)
29;(476, 0.1283113342566419)
29;(477, 0.0)
29;(478, 0.0)
29;(479, 0.0)
29;(480, 0.0)
29;(481, 0.0)
29;(482, 0.0)
29;(483, 0.14935260705934064)
29;(484, 0.0)
29;(485, 0.0)
29;(486, 0.0)
29;(487, 0.0)
29;(488, 0.0)
29;(489, 0.0)
29;(490, 0.0)
29;(491, 0.0)
29;(492, 0)
29;(493, 0.04425411845558165)
29;(494, 0.0)
29;(495, 0.0)
29;(496, 0.0)
29;(497, 0.04959671974128439)
29;(498, 0.0)
29;(499, 0.0)
29;(500, 0.0)
29;(501, 0.0)
29;(502, 0.0)
29;(503, 0.0)
29;(504, 0.12910794753291027)
29;(505, 0.0)
29;(506, 0.0)
29;(507, 0.0)
29;(508, 0.0)
29;(509, 0.0)
29;(510, 0.037194230061454454)
29;(511, 0)
29;(512, 0.0)
29;(513, 0.0)
29;(514, 0.0)
29;(515, 0.0)
29;(516, 0.0)
29;(517, 0.0)
29;(518, 0.0)
29;(519, 0.0)
29;(520, 0.0)
29;(521, 0.0)
29;(522, 0.0)
29;(523, 0.0)
29;(524, 0.0)
29;(525, 0.0)
29;(526, 0.0)
29;(527, 0.0)
29;(528, 0.0)
29;(529, 0.0)
29;(530, 0.0)
29;(531, 0.0741098854665701)
29;(532, 0.0)
29;(533, 0.0)
29;(534, 0.0)
29;(535, 0.0)
29;(536, 0.0)
29;(537, 0.0)
29;(538, 0.0)
29;(539, 0.0)
29;(540, 0.0)
29;(541, 0.0)
29;(542, 0.0)
29;(543, 0.0)
29;(544, 0.0)
29;(545, 0.0)
29;(546, 0.0)
29;(547, 0.056073445006894894)
29;(548, 0.06043546495117005)
29;(549, 0.051096009587355884)
29;(550, 0)
29;(551, 0.0)
29;(552, 0.0)
29;(553, 0.0)
29;(554, 0.0)
29;(555, 0.0)
29;(556, 0.0)
29;(557, 0.0)
29;(558, 0.0)
29;(559, 0.0)
29;(560, 0.0)
29;(561, 0.09540446293379039)
29;(562, 0.0)
29;(563, 0.0)
29;(564, 0.0)
29;(565, 0.0)
29;(566, 0.0)
29;(567, 0.0)
29;(568, 0.0)
29;(569, 0.05415024837049496)
29;(570, 0.0)
29;(571, 0.0)
29;(572, 0.0)
29;(573, 0.0)
29;(574, 0.0)
29;(575, 0.0)
29;(576, 0.0)
29;(577, 0.0)
29;(578, 0.0)
29;(579, 0.0)
29;(580, 0.0)
29;(581, 0.0)
29;(582, 0.0)
29;(583, 0.0)
29;(584, 0.0)
29;(585, 0.0)
29;(586, 0.0)
29;(587, 0.0)
29;(588, 0.0)
29;(589, 0.0)
29;(590, 0.0)
29;(591, 0.0)
29;(592, 0.0)
29;(593, 0.0)
29;(594, 0)
29;(595, 0.0)
29;(596, 0.0)
29;(597, 0.10878498759996424)
29;(598, 0.0)
29;(599, 0.0)
29;(600, 0.0)
29;(601, 0.0)
29;(602, 0.0)
29;(603, 0.0)
29;(604, 0.0)
29;(605, 0.0)
29;(606, 0.0)
29;(607, 0.0)
29;(608, 0.0)
29;(609, 0.0)
29;(610, 0.12093122261654378)
29;(611, 0.0)
29;(612, 0.0)
29;(613, 0.0)
29;(614, 0.0)
29;(615, 0.0)
29;(616, 0.0)
29;(617, 0.0)
29;(618, 0.0)
29;(619, 0.0)
29;(620, 0.0)
29;(621, 0.0)
29;(622, 0.0)
29;(623, 0.0)
29;(624, 0.0)
29;(625, 0.0)
29;(626, 0.0)
29;(627, 0.0)
29;(628, 0.0)
29;(629, 0.0)
29;(630, 0.0)
29;(631, 0.0)
29;(632, 0.0)
29;(633, 0.0)
29;(634, 0.0)
29;(635, 0.06371873720496869)
29;(636, 0.0)
29;(637, 0.04591694248870603)
29;(638, 0.0)
29;(639, 0.0)
29;(640, 0.0)
29;(641, 0.0)
29;(642, 0.0)
29;(643, 0.0)
29;(644, 0.0)
29;(645, 0.036801600151550304)
29;(646, 0.0)
29;(647, 0.0)
29;(648, 0.0)
29;(649, 0.0727342610821377)
29;(650, 0.0)
29;(651, 0.0)
29;(652, 0.0)
29;(653, 0.0)
29;(654, 0.0)
29;(655, 0.0)
29;(656, 0.0)
29;(657, 0.0)
29;(658, 0.0)
29;(659, 0.0)
29;(660, 0.0)
29;(661, 0.0)
29;(662, 0.0)
29;(663, 0.0)
29;(664, 0.0)
29;(665, 0.0)
29;(666, 0.0)
29;(667, 0.0)
29;(668, 0.0)
29;(669, 0.0)
29;(670, 0.0)
29;(671, 0.0)
29;(672, 0.0)
29;(673, 0.0)
29;(674, 0.0)
29;(675, 0.0)
29;(676, 0.0)
29;(677, 0.04250171660529339)
29;(678, 0.0)
29;(679, 0.0)
29;(680, 0.050914315073301006)
29;(681, 0.0)
29;(682, 0.0)
29;(683, 0.0)
29;(684, 0.0)
29;(685, 0.0)
29;(686, 0.10659805155836832)
29;(687, 0.0)
29;(688, 0.0)
29;(689, 0.0)
29;(690, 0.0)
29;(691, 0.0)
29;(692, 0.0)
29;(693, 0.0)
29;(694, 0.0)
29;(695, 0.0)
29;(696, 0.0)
29;(697, 0.0)
29;(698, 0.0)
29;(699, 0.0)
29;(700, 0.0)
29;(701, 0.0)
29;(702, 0.0)
29;(703, 0.0)
29;(704, 0.0)
29;(705, 0.0)
29;(706, 0.0)
29;(707, 0.0)
29;(708, 0.0)
29;(709, 0.0)
29;(710, 0.0)
29;(711, 0)
29;(712, 0.0)
29;(713, 0.0)
29;(714, 0.0)
29;(715, 0.0)
29;(716, 0.0)
29;(717, 0.0)
29;(718, 0.0)
29;(719, 0.12157938435855438)
29;(720, 0.0)
29;(721, 0.0)
29;(722, 0.0)
29;(723, 0.0)
29;(724, 0.0)
29;(725, 0.0)
29;(726, 0.0)
29;(727, 0.0)
29;(728, 0)
29;(729, 0.0)
29;(730, 0.0)
29;(731, 0.0)
29;(732, 0.0)
29;(733, 0.0)
29;(734, 0)
29;(735, 0.0)
29;(736, 0.0)
29;(737, 0.0)
29;(738, 0.0)
29;(739, 0.0)
29;(740, 0.05328321029399711)
29;(741, 0.0)
29;(742, 0.0)
29;(743, 0.0)
29;(744, 0.0)
29;(745, 0.0)
29;(746, 0.0)
29;(747, 0.03019685094516537)
29;(748, 0.0)
29;(749, 0.0)
29;(750, 0.04169762522872954)
29;(751, 0.0)
29;(752, 0.0)
29;(753, 0.0)
29;(754, 0.0)
29;(755, 0.0)
29;(756, 0.05097870267170413)
29;(757, 0.0)
29;(758, 0.0)
29;(759, 0.0)
29;(760, 0.0)
29;(761, 0.0)
29;(762, 0.10312415156172423)
29;(763, 0.0)
29;(764, 0.0)
29;(765, 0.0)
29;(766, 0.0)
29;(767, 0.0)
29;(768, 0.0)
29;(769, 0.0)
29;(770, 0.0)
29;(771, 0.0)
29;(772, 0.0)
29;(773, 0.0)
29;(774, 0.0)
29;(775, 0.0)
29;(776, 0.0)
29;(777, 0.0)
29;(778, 0.029267349957387744)
29;(779, 0.0)
29;(780, 0.04412552077875264)
29;(781, 0.0)
29;(782, 0.0)
29;(783, 0.0)
29;(784, 0.0)
29;(785, 0.0)
29;(786, 0.0)
29;(787, 0.0)
29;(788, 0.0)
29;(789, 0.0)
29;(790, 0.0)
29;(791, 0.0)
29;(792, 0.0)
29;(793, 0.058428922676125226)
29;(794, 0.0)
29;(795, 0.0)
29;(796, 0.0)
29;(797, 0.0)
29;(798, 0.0)
29;(799, 0.030504847768874115)
29;(800, 0.0)
29;(801, 0.0)
29;(802, 0.0309060353458603)
29;(803, 0.0)
29;(804, 0.0)
29;(805, 0.0)
29;(806, 0.0)
29;(807, 0.11018537836922616)
29;(808, 0.0)
29;(809, 0.0)
29;(810, 0.0)
29;(811, 0.0)
29;(812, 0.0)
29;(813, 0.0)
29;(814, 0.0)
29;(815, 0.0)
29;(816, 0.07655166517709872)
29;(817, 0.0)
29;(818, 0.0)
29;(819, 0.0)
29;(820, 0.0)
29;(821, 0.0)
29;(822, 0.0)
29;(823, 0.0)
29;(824, 0.0)
29;(825, 0.0)
29;(826, 0.0)
29;(827, 0.14742169007452485)
29;(828, 0.0)
29;(829, 0.0)
29;(830, 0.0)
29;(831, 0.2036662386468096)
29;(832, 0.0)
29;(833, 0.0)
29;(834, 0.0)
29;(835, 0.0)
29;(836, 0.0)
29;(837, 0.0)
29;(838, 0)
29;(839, 0.0)
29;(840, 0.0)
29;(841, 0.0)
29;(842, 0.0)
29;(843, 0.0)
29;(844, 0.0)
29;(845, 0.0)
29;(846, 0.0)
29;(847, 0.10991472607992611)
29;(848, 0.0)
29;(849, 0.0)
29;(850, 0.0)
29;(851, 0.0)
29;(852, 0.0)
29;(853, 0.0)
29;(854, 0.0)
29;(855, 0.0)
29;(856, 0.0)
29;(857, 0.0)
29;(858, 0.0)
29;(859, 0.035332044506680864)
29;(860, 0.0)
29;(861, 0.0)
29;(862, 0.0)
29;(863, 0.0)
29;(864, 0.0)
29;(865, 0.0)
29;(866, 0.0)
29;(867, 0.0)
29;(868, 0.0)
29;(869, 0.0)
29;(870, 0.0)
29;(871, 0.0)
29;(872, 0.0)
29;(873, 0.0)
29;(874, 0.0574183487239935)
29;(875, 0.0)
29;(876, 0.0)
29;(877, 0.0)
29;(878, 0.0)
29;(879, 0.0)
29;(880, 0.0)
29;(881, 0.0)
29;(882, 0.0)
29;(883, 0.0)
29;(884, 0.0)
29;(885, 0.0)
29;(886, 0.0)
29;(887, 0.0)
29;(888, 0.0)
29;(889, 0.0)
29;(890, 0.060751166039942454)
29;(891, 0.0)
29;(892, 0.0)
29;(893, 0)
29;(894, 0.0)
29;(895, 0.0)
29;(896, 0.0)
29;(897, 0.0)
29;(898, 0.0)
29;(899, 0.0)
29;(900, 0.0)
29;(901, 0.0)
29;(902, 0.0)
29;(903, 0.0)
29;(904, 0.0)
29;(905, 0.0)
29;(906, 0.0)
29;(907, 0.0)
29;(908, 0.0)
29;(909, 0.0)
29;(910, 0.0)
29;(911, 0.0)
29;(912, 0.0)
29;(913, 0.0)
29;(914, 0.13960365116511397)
29;(915, 0.0)
29;(916, 0.0)
29;(917, 0.0)
29;(918, 0.0)
29;(919, 0.0)
29;(920, 0.0)
29;(921, 0.0)
29;(922, 0.0)
29;(923, 0.0)
29;(924, 0.0)
29;(925, 0.0)
29;(926, 0.0)
29;(927, 0.0)
29;(928, 0.0)
29;(929, 0.0)
29;(930, 0.0)
29;(931, 0)
